,pt1,pt2,dist,time,bat
2632,"(36.220567, -115.125553)","(33.603063, -114.598023)",337683.0,14614.0,1499919820.6690905
2633,"(36.220567, -115.125553)","(36.182337, -119.330196)",563694.0,23374.0,2693702766.852036
2634,"(36.220567, -115.125553)","(37.72495, -113.056978)",274625.0,10722.0,1807872432.2035887
2635,"(36.220567, -115.125553)","(33.440305, -112.23895)",459966.0,21041.0,2100434397.6560876
2636,"(36.220567, -115.125553)","(34.07117, -117.494601)",371104.0,15418.0,1783419399.0103645
2637,"(36.220567, -115.125553)","(33.439981, -112.197459)",463805.0,21269.0,2118734257.9597514
2638,"(36.220567, -115.125553)","(34.002506, -118.170811)",439546.0,18149.0,2056045843.3509302
2639,"(36.220567, -115.125553)","(33.745814, -117.84668)",433988.0,17849.0,2028697588.2987266
2640,"(36.220567, -115.125553)","(36.950158, -120.04964)",672106.0,27717.0,3253490869.797103
2641,"(36.220567, -115.125553)","(32.794671, -115.539473)",499914.0,21533.0,2276021484.5136514
2642,"(36.220567, -115.125553)","(35.263617, -112.194139)",353603.0,14925.0,2229285709.1200776
2643,"(36.220567, -115.125553)","(35.01643, -110.675005)",501380.0,20378.0,2848521436.9325933
2644,"(36.220567, -115.125553)","(34.01665, -118.208679)",438444.0,18106.0,2053608053.5429108
2645,"(36.220567, -115.125553)","(34.137674, -116.303336)",392239.0,17247.0,1981789467.7160375
2646,"(36.220567, -115.125553)","(35.400164, -119.399727)",501389.0,21159.0,2350928233.574235
2647,"(36.220567, -115.125553)","(33.952886, -118.377315)",464609.0,19217.0,2170090947.3055215
2648,"(36.220567, -115.125553)","(33.839783, -117.254204)",403143.0,16512.0,2014905367.4426727
2649,"(36.220567, -115.125553)","(34.063139, -117.61148)",378850.0,15503.0,1836466911.5194085
2650,"(36.220567, -115.125553)","(33.933343, -118.370006)",462547.0,19043.0,2175191220.0143905
2651,"(36.220567, -115.125553)","(34.05305, -118.116522)",429354.0,17784.0,2021972425.7327297
2652,"(36.220567, -115.125553)","(33.545881, -117.191846)",439583.0,18106.0,2147978886.8940287
2653,"(36.220567, -115.125553)","(34.060637, -117.488248)",371988.0,15439.0,1785322414.8081625
2654,"(36.220567, -115.125553)","(33.919681, -117.940717)",422398.0,17472.0,1975569875.7788045
2655,"(36.220567, -115.125553)","(34.097359, -117.37883)",368562.0,15323.0,1784119028.1295536
2656,"(36.220567, -115.125553)","(34.069321, -117.45157)",370370.0,15340.0,1787426881.619439
2657,"(36.220567, -115.125553)","(33.463568, -112.459255)",450906.0,20346.0,2078839566.6996882
2658,"(36.220567, -115.125553)","(33.904195, -116.552357)",449523.0,18353.0,2181387725.249202
2659,"(36.220567, -115.125553)","(35.210277, -118.832618)",444916.0,18718.0,2084040220.72015
2660,"(36.220567, -115.125553)","(35.443791, -119.077703)",475218.0,19855.0,2252469913.875167
2661,"(36.220567, -115.125553)","(34.247415, -118.405835)",455047.0,18821.0,2206678542.2861075
2662,"(36.220567, -115.125553)","(35.61701, -119.658905)",534227.0,22469.0,2517628033.7143593
2663,"(36.220567, -115.125553)","(35.125636, -118.408202)",396863.0,16498.0,2205546042.7964945
2664,"(36.220567, -115.125553)","(36.352663, -119.42401)",584665.0,24235.0,2800874461.8558307
2665,"(36.220567, -115.125553)","(33.928312, -117.558425)",388424.0,15883.0,1858763955.3158822
2666,"(36.220567, -115.125553)","(33.921013, -118.221077)",449115.0,18596.0,2094225690.2084951
2667,"(36.220567, -115.125553)","(33.832757, -118.235208)",456270.0,18980.0,2113753126.4733508
2668,"(36.220567, -115.125553)","(33.888576, -117.275543)",397705.0,16279.0,1989177898.9539583
2669,"(36.220567, -115.125553)","(34.065605, -117.554952)",374632.0,15370.0,1811521507.3499389
2670,"(36.220567, -115.125553)","(34.425432, -117.291142)",324280.0,13536.0,1741442418.936533
2671,"(36.220567, -115.125553)","(36.34122, -119.38985)",584207.0,24282.0,2788006359.6519766
2672,"(36.220567, -115.125553)","(33.7822, -118.2108)",459784.0,19048.0,2140479592.2153878
2673,"(36.220567, -115.125553)","(35.6157, -119.65721)",534492.0,22490.0,2518634891.978102
2674,"(36.220567, -115.125553)","(34.00562, -118.12381)",431927.0,18013.0,2001763163.2764134
2675,"(36.220567, -115.125553)","(35.97851, -114.83517)",46613.0,2402.0,265715926.36435017
2676,"(36.220567, -115.125553)","(34.12744, -118.44347)",459256.0,19091.0,2250917278.5543976
2677,"(36.220567, -115.125553)","(33.39639, -110.76888)",617069.0,28513.0,3090590359.978003
2678,"(36.220567, -115.125553)","(33.86032, -118.2766)",457902.0,18880.0,2135903768.8064864
2679,"(36.220567, -115.125553)","(33.30006, -111.96835)",499451.0,22736.0,2316910151.709721
2680,"(36.220567, -115.125553)","(35.441284, -119.250429)",490265.0,20550.0,2307939117.4576955
2681,"(36.220567, -115.125553)","(33.02008, -117.28097)",510624.0,21691.0,2360902866.1716433
2682,"(36.220567, -115.125553)","(33.83835, -116.54484)",453175.0,18629.0,2169203280.2652183
2683,"(36.220567, -115.125553)","(35.39038, -119.09019)",472655.0,19818.0,2220617720.5759087
2684,"(36.220567, -115.125553)","(35.46767, -119.07412)",477552.0,19900.0,2282847519.1250997
2685,"(36.220567, -115.125553)","(33.89859, -118.27977)",455851.0,18895.0,2124901313.388649
2686,"(36.220567, -115.125553)","(33.7441, -118.19161)",464152.0,19265.0,2158163027.0971212
2687,"(36.220567, -115.125553)","(34.07523, -117.29432)",371588.0,15156.0,1805376883.5677118
2688,"(36.864044, -76.217318)","(40.718037, -73.932309)",565914.0,27702.0,2603835200.02806
2689,"(36.864044, -76.217318)","(37.083023, -76.463112)",41587.0,2317.0,182262599.20229653
2690,"(36.864044, -76.217318)","(35.251751, -81.094667)",552799.0,23851.0,2786456140.420985
2691,"(36.864044, -76.217318)","(35.184065, -80.880391)",537483.0,23187.0,2717721233.2087297
2692,"(36.864044, -76.217318)","(39.417088, -74.538731)",464685.0,23656.0,2102958379.0490057
2693,"(36.864044, -76.217318)","(39.410942, -74.53063)",465642.0,23723.0,2104816464.139519
2694,"(36.864044, -76.217318)","(40.453507, -80.085371)",674058.0,30824.0,3284254714.9936357
2695,"(36.864044, -76.217318)","(39.914001, -75.108896)",419338.0,20927.0,1912143370.6928418
2696,"(36.864044, -76.217318)","(34.923072, -80.991091)",568253.0,24713.0,2848837847.4653835
2697,"(36.864044, -76.217318)","(34.935622, -81.042552)",568865.0,24727.0,2851183448.6452656
2698,"(36.864044, -76.217318)","(35.831853, -80.243198)",433483.0,18759.0,2207163893.875561
2699,"(36.864044, -76.217318)","(35.92353, -78.599883)",302413.0,13388.0,1504927469.7849202
2700,"(36.864044, -76.217318)","(35.923838, -80.007704)",411098.0,17869.0,2105150576.5201304
2701,"(36.864044, -76.217318)","(39.697476, -75.112075)",411386.0,20927.0,1869978581.9801996
2702,"(36.864044, -76.217318)","(35.760503, -78.625345)",302123.0,13129.0,1504848886.6962302
2703,"(36.864044, -76.217318)","(40.208133, -80.273462)",651347.0,30160.0,3182791984.541423
2704,"(36.864044, -76.217318)","(39.231108, -76.574575)",374138.0,17184.0,1782158475.118317
2705,"(36.864044, -76.217318)","(35.329856, -78.040702)",302342.0,13032.0,1499628642.1038005
2706,"(36.864044, -76.217318)","(39.411625, -75.03746)",433481.0,21550.0,1985674177.3903258
2707,"(36.864044, -76.217318)","(35.950629, -79.063354)",327476.0,14489.0,1633924488.068358
2708,"(36.864044, -76.217318)","(35.680223, -80.858077)",511429.0,22233.0,2599406254.2731857
2709,"(36.864044, -76.217318)","(39.186951, -76.656014)",365085.0,16721.0,1751739836.3813274
2710,"(36.864044, -76.217318)","(37.522579, -77.433474)",150763.0,6969.0,713055565.1466894
2711,"(36.864044, -76.217318)","(38.97776, -77.438304)",321074.0,14834.0,1551082312.1767104
2712,"(36.864044, -76.217318)","(36.093837, -80.209155)",427734.0,18721.0,2168828759.642755
2713,"(36.864044, -76.217318)","(39.811305, -74.96135)",432214.0,21589.0,1983274356.2299323
2714,"(36.864044, -76.217318)","(40.122009, -74.856644)",458338.0,22920.0,2086064564.915504
2715,"(36.864044, -76.217318)","(40.087252, -76.095113)",430631.0,22566.0,1959703627.9280984
2716,"(36.864044, -76.217318)","(35.122229, -80.943483)",545392.0,23607.0,2742814758.4020543
2717,"(36.864044, -76.217318)","(35.279545, -81.120447)",552707.0,23858.0,2795229527.639836
2718,"(36.864044, -76.217318)","(40.860729, -75.27151)",535872.0,26575.0,2526324407.1856894
2719,"(36.864044, -76.217318)","(40.191991, -74.794534)",468279.0,23425.0,2135201776.7935598
2720,"(36.864044, -76.217318)","(40.387923, -74.085991)",532641.0,26452.0,2437436515.743184
2721,"(36.864044, -76.217318)","(40.247319, -74.24322)",506039.0,24854.0,2337948675.2202415
2722,"(36.864044, -76.217318)","(39.989815, -74.258336)",497472.0,24524.0,2285962778.803369
2723,"(36.864044, -76.217318)","(39.763889, -81.20266)",759932.0,34983.0,3718749180.650275
2724,"(36.864044, -76.217318)","(36.02452, -79.797974)",388516.0,16947.0,1971361649.870396
2725,"(36.864044, -76.217318)","(40.27102, -78.83327)",574613.0,26022.0,2959839959.7710547
2726,"(36.864044, -76.217318)","(40.450231, -76.415776)",542390.0,24782.0,2638844720.3360806
2727,"(36.864044, -76.217318)","(35.458359, -79.108203)",375010.0,16184.0,1889320561.2328868
2728,"(36.864044, -76.217318)","(39.660766, -75.693486)",366184.0,18409.0,1666541607.8746948
2729,"(36.864044, -76.217318)","(39.317115, -76.531988)",382043.0,17637.0,1820237634.8839972
2730,"(36.864044, -76.217318)","(40.206139, -79.56679)",605465.0,27337.0,3005702904.2393036
2731,"(36.864044, -76.217318)","(40.055995, -76.327723)",490214.0,22825.0,2349301961.4528375
2732,"(36.864044, -76.217318)","(35.277382, -80.809339)",521716.0,22342.0,2653884771.8322544
2733,"(36.864044, -76.217318)","(40.724957, -76.317177)",579939.0,26508.0,2922316973.2831283
2734,"(36.864044, -76.217318)","(40.744271, -75.218923)",525894.0,26237.0,2431882137.610237
2735,"(36.864044, -76.217318)","(40.838387, -77.787831)",651903.0,28548.0,3292004857.302169
2736,"(36.864044, -76.217318)","(39.821725, -75.240765)",401570.0,20116.0,1830262700.279845
2737,"(36.864044, -76.217318)","(39.974852, -76.723959)",455147.0,21199.0,2182984759.3912373
2738,"(36.864044, -76.217318)","(40.23601, -77.122908)",487041.0,22476.0,2350372286.7499385
2739,"(36.864044, -76.217318)","(35.651702, -77.369504)",190095.0,9769.0,861957176.2199051
2740,"(36.864044, -76.217318)","(39.497643, -76.169957)",422342.0,19337.0,2023866290.4934275
2741,"(36.864044, -76.217318)","(37.234356, -80.432667)",500064.0,21374.0,2676706615.408631
2742,"(36.864044, -76.217318)","(40.54965, -79.832323)",681216.0,30468.0,3363525450.228897
2743,"(36.864044, -76.217318)","(40.30982, -79.508816)",625196.0,28623.0,3083583086.6582584
2744,"(36.864044, -76.217318)","(40.805695, -73.880803)",578687.0,27826.0,2683774218.1773186
2745,"(36.864044, -76.217318)","(40.334523, -78.900235)",583754.0,26597.0,2900312563.29195
2746,"(36.864044, -76.217318)","(39.944688, -76.793636)",459549.0,21449.0,2200968126.2079244
2747,"(36.864044, -76.217318)","(38.472406, -78.878672)",361740.0,15691.0,1913995540.4253957
2748,"(36.864044, -76.217318)","(36.755694, -76.224619)",14136.0,946.0,63161209.77705061
2749,"(36.864044, -76.217318)","(40.815644, -79.565628)",693210.0,31307.0,3436741905.333672
2750,"(36.864044, -76.217318)","(37.39664, -79.229086)",336742.0,16010.0,1653444261.9267209
2751,"(36.864044, -76.217318)","(39.103618, -77.133408)",335286.0,15178.0,1644124213.3156855
2752,"(36.864044, -76.217318)","(39.147778, -75.498889)",299793.0,15328.0,1352442663.6602263
2753,"(36.864044, -76.217318)","(39.572621, -75.053406)",414762.0,20778.0,1896879874.5973706
2754,"(36.864044, -76.217318)","(34.953342, -78.890291)",375672.0,16124.0,1868164528.8334956
2755,"(36.864044, -76.217318)","(40.612658, -79.172436)",647935.0,29118.0,3242259701.429134
2756,"(36.864044, -76.217318)","(40.812004, -80.078881)",706165.0,31698.0,3491994615.4804482
2757,"(36.864044, -76.217318)","(39.224956, -74.774461)",466226.0,23564.0,2113476870.7228966
2758,"(36.864044, -76.217318)","(38.485467, -75.823919)",231750.0,12413.0,1020113739.2636964
2759,"(36.864044, -76.217318)","(39.052532, -74.851683)",482673.0,24265.0,2193053929.844395
2760,"(36.864044, -76.217318)","(34.28253, -77.963603)",380258.0,18740.0,1747681346.5112827
2761,"(36.864044, -76.217318)","(40.1216, -75.29016)",433914.0,21700.0,2006470628.2246027
2762,"(36.864044, -76.217318)","(40.75717, -73.76397)",590795.0,28378.0,2749514928.2196536
2763,"(36.864044, -76.217318)","(40.67626, -74.24808)",539584.0,26325.0,2489211541.39569
2764,"(36.864044, -76.217318)","(40.75402, -73.9493)",567913.0,27770.0,2611124763.8474665
2765,"(36.864044, -76.217318)","(34.70653, -80.88195)",581953.0,25813.0,2869167625.227846
2766,"(36.864044, -76.217318)","(39.4528, -76.31311)",408150.0,18723.0,1952422656.8342211
2767,"(36.864044, -76.217318)","(36.77966, -76.23317)",11644.0,803.0,46830873.32964692
2768,"(36.864044, -76.217318)","(36.08421, -80.06405)",412719.0,17956.0,2118123114.90222
2769,"(36.864044, -76.217318)","(39.45187, -75.0998)",430320.0,21645.0,1956396005.7658439
2770,"(37.083023, -76.463112)","(40.718037, -73.932309)",642032.0,29114.0,3068301713.008782
2771,"(37.083023, -76.463112)","(36.864044, -76.217318)",39882.0,2109.0,174055256.10204446
2772,"(37.083023, -76.463112)","(35.251751, -81.094667)",559709.0,24310.0,2813000766.810899
2773,"(37.083023, -76.463112)","(35.184065, -80.880391)",544393.0,23647.0,2744161621.516167
2774,"(37.083023, -76.463112)","(39.417088, -74.538731)",540802.0,25067.0,2557152440.9909825
2775,"(37.083023, -76.463112)","(39.410942, -74.53063)",541760.0,25135.0,2558654268.20002
2776,"(37.083023, -76.463112)","(40.453507, -80.085371)",635810.0,28860.0,3108368063.410229
2777,"(37.083023, -76.463112)","(39.914001, -75.108896)",495455.0,22338.0,2375074099.5747457
2778,"(37.083023, -76.463112)","(34.923072, -80.991091)",575163.0,25172.0,2875549136.3918314
2779,"(37.083023, -76.463112)","(34.935622, -81.042552)",575775.0,25187.0,2877823034.7250032
2780,"(37.083023, -76.463112)","(35.831853, -80.243198)",440393.0,19218.0,2233735292.5890307
2781,"(37.083023, -76.463112)","(35.92353, -78.599883)",309323.0,13847.0,1524258885.2681193
2782,"(37.083023, -76.463112)","(35.923838, -80.007704)",418008.0,18328.0,2131847511.1874337
2783,"(37.083023, -76.463112)","(39.697476, -75.112075)",487504.0,22338.0,2326900306.6654115
2784,"(37.083023, -76.463112)","(35.760503, -78.625345)",309033.0,13588.0,1523599374.6891453
2785,"(37.083023, -76.463112)","(40.208133, -80.273462)",613099.0,28196.0,3006472888.0613637
2786,"(37.083023, -76.463112)","(39.231108, -76.574575)",335890.0,15220.0,1602408713.7883499
2787,"(37.083023, -76.463112)","(35.329856, -78.040702)",309252.0,13491.0,1526140912.4736586
2788,"(37.083023, -76.463112)","(39.411625, -75.03746)",509599.0,22962.0,2444949410.7849956
2789,"(37.083023, -76.463112)","(35.950629, -79.063354)",334386.0,14949.0,1661094751.4942412
2790,"(37.083023, -76.463112)","(35.680223, -80.858077)",518339.0,22693.0,2626039557.8068385
2791,"(37.083023, -76.463112)","(39.186951, -76.656014)",326837.0,14757.0,1572042472.3773608
2792,"(37.083023, -76.463112)","(37.522579, -77.433474)",112515.0,5005.0,541346731.6850598
2793,"(37.083023, -76.463112)","(38.97776, -77.438304)",282827.0,12870.0,1371205053.1095166
2794,"(37.083023, -76.463112)","(36.093837, -80.209155)",434645.0,19181.0,2195668524.004894
2795,"(37.083023, -76.463112)","(39.811305, -74.96135)",508332.0,23000.0,2445450732.341431
2796,"(37.083023, -76.463112)","(40.122009, -74.856644)",528030.0,24237.0,2508284947.788403
2797,"(37.083023, -76.463112)","(40.087252, -76.095113)",468944.0,22230.0,2227463344.2285576
2798,"(37.083023, -76.463112)","(35.122229, -80.943483)",552302.0,24066.0,2769408672.0181446
2799,"(37.083023, -76.463112)","(35.279545, -81.120447)",559617.0,24317.0,2821743297.7789564
2800,"(37.083023, -76.463112)","(40.860729, -75.27151)",607148.0,27877.0,2957943050.9643936
2801,"(37.083023, -76.463112)","(40.191991, -74.794534)",539443.0,24749.0,2564662518.4712696
2802,"(37.083023, -76.463112)","(40.387923, -74.085991)",608758.0,27863.0,2898262450.207121
2803,"(37.083023, -76.463112)","(40.247319, -74.24322)",582157.0,26265.0,2803278698.4318914
2804,"(37.083023, -76.463112)","(39.989815, -74.258336)",573590.0,25935.0,2750060189.797421
2805,"(37.083023, -76.463112)","(39.763889, -81.20266)",721684.0,33019.0,3542733046.8666043
2806,"(37.083023, -76.463112)","(36.02452, -79.797974)",395427.0,17406.0,1998213939.725783
2807,"(37.083023, -76.463112)","(40.783185, -81.420644)",782656.0,35470.0,3846134746.56581
2808,"(37.083023, -76.463112)","(40.27102, -78.83327)",536365.0,24058.0,2784332286.296774
2809,"(37.083023, -76.463112)","(40.450231, -76.415776)",504142.0,22818.0,2463055424.9301014
2810,"(37.083023, -76.463112)","(35.458359, -79.108203)",381921.0,16643.0,1915869997.0915377
2811,"(37.083023, -76.463112)","(39.660766, -75.693486)",430374.0,19316.0,2074138458.5017557
2812,"(37.083023, -76.463112)","(39.317115, -76.531988)",343796.0,15673.0,1640332019.5138004
2813,"(37.083023, -76.463112)","(40.206139, -79.56679)",567218.0,25373.0,2830383548.9716444
2814,"(37.083023, -76.463112)","(40.055995, -76.327723)",451966.0,20860.0,2172935187.503618
2815,"(37.083023, -76.463112)","(35.277382, -80.809339)",528626.0,22801.0,2680205293.648103
2816,"(37.083023, -76.463112)","(40.724957, -76.317177)",541691.0,24544.0,2746482297.519354
2817,"(37.083023, -76.463112)","(40.744271, -75.218923)",597171.0,27539.0,2861863655.3592205
2818,"(37.083023, -76.463112)","(40.838387, -77.787831)",613655.0,26584.0,3118167497.4406447
2819,"(37.083023, -76.463112)","(39.821725, -75.240765)",477687.0,21527.0,2290723303.342803
2820,"(37.083023, -76.463112)","(41.002876, -80.655403)",711140.0,31386.0,3558889427.286449
2821,"(37.083023, -76.463112)","(39.974852, -76.723959)",416899.0,19235.0,2006558889.018873
2822,"(37.083023, -76.463112)","(40.23601, -77.122908)",448793.0,20512.0,2174218808.0046687
2823,"(37.083023, -76.463112)","(35.651702, -77.369504)",201271.0,10376.0,906530470.6609497
2824,"(37.083023, -76.463112)","(39.497643, -76.169957)",384094.0,17373.0,1844247484.7851486
2825,"(37.083023, -76.463112)","(37.234356, -80.432667)",461816.0,19410.0,2500440079.21566
2826,"(37.083023, -76.463112)","(40.54965, -79.832323)",642968.0,28504.0,3188575371.0317545
2827,"(37.083023, -76.463112)","(40.30982, -79.508816)",586948.0,26658.0,2907705480.4868603
2828,"(37.083023, -76.463112)","(40.805695, -73.880803)",654805.0,29237.0,3154079958.167942
